Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
NPEB00002	EU	[PS3]Mortal Kombat 2	http://zeus.dl.playstation.net/cdn/EP0017/NPEB00002_00/2gyMxJpJ0kpfTTeovRq8VUySJfgbrcxOKucfEKIUa5YvySG7AMkMNWXXNmkVJ2hQB4jNmF4KS9jyWTWMKIhJR9Rymn62qbIiSyOFd.pkg	30C89475720A4A5EC6F2FC69794FEC0A	EP0017-NPEB00002_00-MORTALKOMBAT2BBE	2017-11-28 01:50:09		261840656	
NPEB00004	EU	[PS3]Rampart	http://zeus.dl.playstation.net/cdn/EP0017/NPEB00004_00/rlHniyJX0BHFfcxOJ9aDcK45gTYtgdqemAb3sVor5MrSue8tJBXyMuNJ1ABdhrgB43lSYG2wO24mNladlQQJoI6vIlNEULTn3Fx9g.pkg	2927AD2573F3D5DFDFD2CE01A8A5DCFF	EP0017-NPEB00004_00-MIDWAYRAMPARTBBE	2017-11-28 01:50:09		71597232	
NPEB00007	EU	[PS3]CHAMPIONSHIP SPRINT	http://zeus.dl.playstation.net/cdn/EP0017/NPEB00007_00/N4I3mnLUoR3Nxl2gfUU858SppEfV3ruSBG2E9axikMXN0le0ECltt4fVkTE8HVBul9qoYlx943ot3QNqwlcJnJv0EDkKHXihE4D7L.pkg	MISSING	EP0017-NPEB00007_00-CHAMPNSHIPSPRINT	2018-02-02 12:14:55		89512160	
NPEB00009	EU	[PS3]High Stakes - Vegas Strip Poker Edition	http://zeus.dl.playstation.net/cdn/EP0017/NPEB00009_00/gWLguAPSg8iiAWxNNs5yS6oRa2RfVXjEtchYmGB4hV3Dx4NrU8HxoBp4F2he4B8rFbwLspgiQKgXoPFRimcw1xSemLXlDC1GcNuHn.pkg	CFA01DC758F5E00313D4D34246A38CDB	EP0017-NPEB00009_00-HSOPOKERGOLDSCEE	2017-11-28 01:50:09		350280736	
NPEB00020	EU	[PS3]Super Puzzle Fighter 2 TURBO HD REMIX	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00020_00/TxToYh9I8dx9GFDeHLi9giU7WwHP3pjjsi2YA4uX5Wpm8RscuO70U5GWboJa0OWheQMTCcST85803vU7b3yu2GUyBSI2X9dpTPi5V.pkg	9EBADDEF079717846ABCF799715B7A8B	EP0102-NPEB00020_00-EUROPE0000000001	2017-11-28 01:50:09		55297088	
NPEB00023	EU	[PS3]Wolf of the Battlefield: Commando 3	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00023_00/wggOGQihuIa4845I9XjpSEStALIEVBvTI6wrC6mtxIdf0nb4vVG6S2D3tXw2IG2x9fvcoeOd44h1y765natorwSjqahtsFf7i0X2B.pkg	15c8a192a538b61a3e5e1e54b6da755e	EP0102-NPEB00023_00-COMMANDO90123456	2022-01-05 00:39:11		117360880	
NPEB00026	EU	[PS3]1942: Joint Strike	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00026_00/yJ7yw8SPA8Yb1I5aPKvLdESC5FcaLVu0teuWnXYowjiN8XDpsoeSBGqYXQQQAgHcHMqMNTejW8DKKR6BO0JUAIvucfcEeKYk48LxN.pkg	5F31522FB99C334297B0F79875F490E8	EP0102-NPEB00026_00-1942XXXXX0123456	2017-11-28 01:50:09		135987344	
NPEB00027	EU	[PS3]MGS4 Database	http://zeus.dl.playstation.net/cdn/EP0101/NPEB00027_00/QVyJKIDXx6nL04wFMcS0o4HCwgmGfE8WtqKRqXx83BkP9c5F4U0C3lGTaxTOQ6Fi7SdS1parq4ompcHo68Y7hffwXBjcbbDxYnhE7.pkg	NOT REQUIRED	EP0101-NPEB00027_00-MGS4DATABASE0000	2017-11-26 14:45:38		79860128	
NPEB00032	EU	[PS3]Prince of Persia - Classic	http://zeus.dl.playstation.net/cdn/EP0001/NPEB00032_00/P3YR5NAjs8TmKoFFNFh4sIyIwRBafPJ6O2l9lcjQPhClSsb2pTsbEtqQ5QIY4gty7igaO3yQI3HMUR2QFeEdpCc0wdjc5kGoFQ9X3.pkg	14D61F4F4B3B60C3121545A8D6E46A4F	EP0001-NPEB00032_00-POPPS3PACKAGE001	2017-11-28 01:50:09		122006720	
NPEB00034	EU	[PS3]Geon	http://zeus.dl.playstation.net/cdn/EP0776/NPEB00034_00/nS1JgNnW4VwEnXFr6J8s9vtJbcLfxgkxrTBdEssMGtOFhCk6RPCcvssivk4C7akAr8H0nDr5Af4MrmxAbqDJGtrwWioRm05do2Ypn.pkg	72A46704BFB91E2985862937225A9042	EP0776-NPEB00034_00-HDDGEON000000000	2017-11-28 01:50:09		56859344	
NPEB00036	EU	[PS3]Super Street Fighter 2 Turbo HD Remix	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00036_00/PXV1AU5eR4WmdyYuKPbQdqDpe50hhmMAG86fOYFciYC1yEFm8jw6PBewYh1IQ5BMW8XviUcoE3vS7lxKe7NqCX6nK0pH6D4KrRBnl.pkg	78DDF0E09E8AC8A662BAF1E2C280BC1C	EP0102-NPEB00036_00-SUPERSFIGHTER2EU	2017-11-28 01:50:09		316703152	
NPEB00041	EU	[PS3]NovaStrike	http://zeus.dl.playstation.net/cdn/EP2001/NPEB00041_00/wpjAUIQsNXkVjtPkpxrOaH51DYFMn9pJjyCfULWnywpaOXNkLr6d5KvxaQ56FwLXvHQAufRaXRhVsV6tOGwcEdtLdmyjh5UehvEef.pkg	04C7FCDC7A89B254DE0D8752043DEE6F	EP2001-NPEB00041_00-NOVASTRIKE000000	2017-11-28 01:50:09		275310240	
NPEB00043	EU	[PS3]Burnout Paradise	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00043_00/WgjocjNv6nXQvuUOYIf8QgJcAWmsnmk3mfOHAgismxjGk8R06rMtOBMCEEe1G38uoAshIilpFvNeWNQNReCEpG79gYP8ggFMAFcRq.pkg	5FA3084BBE494CE70EB06CB746C7955F	EP0006-NPEB00043_00-BURNOUTPSN000001	2017-11-26 14:32:42		3486193072	
NPEB00049	EU	[PS3]Dead Space	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00049_00/sdgssZDIrFNxwUeIsipViQbjWeDpQKlbrhhfmtsKcHJGVGsHCmPiWpdguiODAoZj.pkg	30DA679FB2742EE4691C5B2B369CF5CA	EP0006-NPEB00049_00-HDDDEADSPACE0002	2017-11-28 01:50:09		8026700368	
NPEB00050	EU	[PS3]Dead Space	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00050_00/jWpAUkadCKvNdljPiUntVyZXsCoUUNgIMNhjsHcWzeivrqMmoxKlwUoLaGcQyvsI.pkg	53231D18CA5E0B021FF1901279CFA666	EP0006-NPEB00050_00-HDDDEADSPACE0001	2017-11-28 01:50:09		8022659824	
NPEB00052	EU	[PS3]Mirror's Edge	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00052_00/zPcTbgkNTXleJqiVpIrXLuUfMOQOiNqSQzBPKIKmVdXexIWdHzWxWbxGBDllgXfk.pkg	6509826894F5C4C460D42FDFA19FB411	EP0006-NPEB00052_00-MIEPSNEU00000001	2017-11-26 14:33:29		5305844720	
NPEB00059	EU	[PS3]Burn Zombie Burn	http://zeus.dl.playstation.net/cdn/EP2007/NPEB00059_00/NuII4ehQFkjQ10Tx2bW5RSc5L0s1c8yWboKNfstQC9EHX5rSEfC6ng8iVQMCnBOOkcTHtg6FYRdD1i4sPaOjPckycTIIU2Vkgwa2B.pkg	31044B3DC8CF9EC2ED36959ADF8F4044	EP2007-NPEB00059_00-BZBDSIX000000001	2017-11-28 01:50:09		168098160	
NPEB00060	EU	[PS3]GTI Club	http://zeus.dl.playstation.net/cdn/EP0101/NPEB00060_00/isUhXVG7JRWA5HpTk0saADXhX8InJj1pURAihrb7rt6Pl2q3hOTX1VnK4RL62TIK6IbWeKKSQmnqNqTBcNATIaXYxUIYrGtm8AXBX.pkg	1ACA4D66BA0E547646C8C7A69E9A9C57	EP0101-NPEB00060_00-GTICLUB126080001	2017-11-28 01:50:09		352046560	
NPEB00062	EU	[PS3]Supersonic Acrobatic Rocket - Powered Battle Cars	http://zeus.dl.playstation.net/cdn/EP2002/NPEB00062_00/sO5mgVsS8kPB4NVEyQOW4yw6w5yBYDPgkL9CS7lnF4LYpPo94EcLodI1u8NICFsbG1yuyQeIcGv8UB5B1JYxgUwr3GFuiipv1WGji.pkg	851D4B89FABFF6C10E3B55258AB1B1B7	EP2002-NPEB00062_00-SARBATTLECARS001	2017-11-28 01:50:09		187766400	
NPEB00063	EU	[PS3]Noby Noby Boy	http://zeus.dl.playstation.net/cdn/EP0700/NPEB00063_00/INM0lgmok5AFhVNNYd1yQ2cP8TGuGxN66Ecq7eh6Amvm2NrKAyUa8sXcYct0uqOmF5x13jSQv6rdAik8CXe9RApIDWC3Lm7D5FJtI.pkg	0A128C4628D9B657A860E0E3E57D30BA	EP0700-NPEB00063_00-NOBYNOBYBOY00100	2017-11-26 14:56:18		376457744	
NPEB00065	EU	[PS3]ASTRO TRIPPER	http://zeus.dl.playstation.net/cdn/EP4052/NPEB00065_00/mX7n3LuGxdCgKRDX1YLJWLReFtPWacDpNf9RkEbRXH0mmoyEWTFNKKeObxoDiM8xEjoYgvNGsTfjT1GhHhE7AYDE4CUm5pyBVS8nT.pkg	0694F9827615AD1CB3A6BD19A95582FA	EP4052-NPEB00065_00-ASTROTRIPPER0101	2018-11-05 10:31:43		48633792	
NPEB00066	EU	[PS3]Lumines Supernova	http://zeus.dl.playstation.net/cdn/EP4055/NPEB00066_00/odCjq19n3XSc0np0OPtRAdh9cusQDFNsr5pStQG7pgtjfrCquAjpjlkbcyCvsHXHXsWnODflnV28CCagewRv2A1070kcAgMm01ksK.pkg	F101BBD144DACA43E9BCDD3AE0ECAEB9	EP4055-NPEB00066_00-LUMINES000000001	2017-11-28 01:50:09		700509968	
NPEB00067	EU	[PS3]Mahjong Tales Ancient Wisdom	http://zeus.dl.playstation.net/cdn/EP2004/NPEB00067_00/JpqwPc4esAQdFG2gEA1evm69aVWE8xTdHK7Rr4rVlsw7pVF8tlcorVp1Qv4if1ebGCOSb5IgWDYXJcehnjr5EoB9KUGpv7dBYVarL.pkg	C4B69018428B96938BA0CCC52F1DB3F8	EP2004-NPEB00067_00-MAHJONGTALESANWZ	2017-11-28 01:50:09		273792080	
NPEB00068	EU	[PS3]Magic Orbz	http://zeus.dl.playstation.net/cdn/EP2004/NPEB00068_00/krieCcR8DFrOleLhRWMuVGqbhVO5mJQA1xNxrEiByV85oOmVWOLaHnMqUkg4RNwWL9dPG2HbK9RiyPkUlqHAMGCs1rWRmTg6iEsfY.pkg	CF530E681C3AA5947E7AC80811228687	EP2004-NPEB00068_00-MAGICBALL0000000	2017-11-26 15:01:39		336230912	
NPEB00069	EU	[PS3]Precipice of Darkness: Episode One	http://zeus.dl.playstation.net/cdn/EP4049/NPEB00069_00/s8s0xQWidvuyfAoWkn4JHu5KcNTL59IT7Yfh77xg89157O4xQ4ff3VmgC2jywCui9X0UW9XdsachOX7C9xSWD3phc5iHDnAxLvwO4.pkg	E65DB8659DAB69B6051D85B52F0B5584	EP4049-NPEB00069_00-PENNYARCADEADV01	2018-11-05 10:31:43		225465120	
NPEB00072	EU	[PS3]Cuboid	http://zeus.dl.playstation.net/cdn/EP2004/NPEB00072_00/vY4E7KA7h9aAsW4QWF0YroJn7mPmil8U7tEH1cH1jr4pEayjpc4n9lEf2nixCoLRfqDFHjbLD9yfkPu2rEyhXYYwi2sDU1gYCTDIM.pkg	4894D9FFDEDD0AF6C60A7FE8AF4019AC	EP2004-NPEB00072_00-CUBOID0000000000	2017-11-28 01:50:09		102355936	
NPEB00073	EU	[PS3]OutRun Online Arcade	http://zeus.dl.playstation.net/cdn/EP0177/NPEB00073_00/1NQA8yuOBgbWq2awuEq5ceAa0puMmq02HmKF36pstuE8pV7TjDQaucXJNvHq6WywGxTqmShw9tuJhv6cc2stYvFVpcKPnj62ovCQ7.pkg	18B9F7CABBBB06EDE143AE1F669199E1	EP0177-NPEB00073_00-OUTRUNDIGXXF1X01	2017-11-28 01:50:09		486971616	
NPEB00074	EU	[PS3]Soldner-X Himmelssturmer	http://zeus.dl.playstation.net/cdn/EP2005/NPEB00074_00/rByqogg8v9FRtv12Qj4GGq1fpXKSwDki6AyBSgBHrQnVmq1Pp16TAQLvlIgLOyhC67Pk78ofwhFoGkphsqrvQdURyByUohTQYMn8s.pkg	D36B91EB184DD5B0E837EE34021A0CAE	EP2005-NPEB00074_00-SOLDNERXHIMMLSST	2017-11-28 01:50:09		885934608	
NPEB00075	EU	[PS3]CellFactor Psychokinetic Wars (Trial to Full)	http://zeus.dl.playstation.net/cdn/EP0001/NPEB00075_00/Iie0XYI2XjmOAm23TaoK9Bb8qduiKS0dsm3vh6M5SDMN6BgDBLGcXGDXka1s7Fi97rcyEP9kyu9sPtyTQx7MIM241F5gnNGeeDPfc.pkg	NOT REQUIRED	EP0001-NPEB00075_00-CELLFACTOR000002	2017-11-26 14:23:23		232689600	
NPEB00076	EU	[PS3]Bomberman ULTRA	http://zeus.dl.playstation.net/cdn/EP0555/NPEB00076_00/1oSbnP6FttWFcecNXvsQ9yh3yfDLTjGAL6XVb5HwJFpDd8YalWpXeY09mr2TyW8QScKuXTbeVSKyw1tVavnDBmHe9McUfmfqCCLQp.pkg	1ECB41E6D2E3B76AA860CA4ED84C6BA2	EP0555-NPEB00076_00-BOMBERMANGAME001	2017-11-28 01:50:09		74350656	
NPEB00078	EU	[PS3]Flock (Trial to Full)	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00078_00/7JQpBtiVD6rF1Qb8IFNXC2TFsFfcEx13gSMNG931UkJYlkeKfo5L0fuPErN1W3U2BNHaDaCwbxhDboVB7DTMM7xNHLNFKpPU5t2Mg.pkg	NOT REQUIRED	EP0102-NPEB00078_00-GAMEPACKAGE00000	2017-11-26 14:49:05		95373424	
NPEB00081	EU	[PS3]Worms	http://zeus.dl.playstation.net/cdn/EP4064/NPEB00081_00/53ulkYYWv3i3gKu58QsnvJuiLnHCOx2aL5V4iwWpjkdOmkRQFq1X22Ym4r2cquRyyBo0BUIbUKHawYqEEaRGdNFafjHmW1bgGdfsQ.pkg	928D70028CFF0C98BFF791D4B1F790F7	EP4064-NPEB00081_00-WORMS00000000001	2017-11-28 01:50:09		153374688	
NPEB00082	EU	[PS3]Precipice of Darkness: Episode Two	http://zeus.dl.playstation.net/cdn/EP4049/NPEB00082_00/89ebePObKrjiO0mfStAuxfOiYE7vOMaIk4QvtceECOGWHvluvwdULchFGa7pStcujOCSd8pCvmDm4Af3VKhbN24MR0oNjObbDJbjJ.pkg	FB0A485FD9DC538F2BD77E204C53215F	EP4049-NPEB00082_00-PENNYARCADEADV02	2018-11-05 10:38:10		345683968	
NPEB00083	EU	[PS3]Texas Cheatem	http://zeus.dl.playstation.net/cdn/EP0367/NPEB00083_00/gfkCro2MsBxifHOoUygH6jyGCQtw81L3BoiXhYbPOUtFo28LryALk4uUUGKbg9hnGbWbS5moAfm9aEJG4A4iOiQrt2DepENser073.pkg	06ED46A2A9400C666D2348F5F91089C3	EP0367-NPEB00083_00-TEXASCHEATEM0001	2017-11-28 01:50:09		94224800	
NPEB00087	EU	[PS3]Marvel Vs Capcom 2	http://zeus.dl.playstation.net/cdn/EP0102/NPEB00087_00/KVDVMkrf6Ts1E45P6Eh0IGbUmJv50dyq3Qhk4Ul1t7NAnU36n2fd0LMQkp5FgDiEfpaGV6wbInvUoKa8A1GEgVnOWTGc6M01GcIV4.pkg	NOT REQUIRED	EP0102-NPEB00087_00-MARVELVCAPCOM2FG	2017-11-26 22:04:39		207944288	
NPEB00092	EU	[PS3]BATTLEFIELD 1943	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00092_00/RoyDDJjQYVMv5MbiGKaTHJOKnaGu1HtJELL5VnCClS5546QFvhmbPP87G9QjDN3g0Ya8UcYHA9eRcneu6l0rW2cNTqF3YUOA1m8hq.pkg	MISSING	EP0006-NPEB00092_00-BF1943EUGAME0000			592187184	
NPEB00095	EU	[PS3]Premier Manager	http://zeus.dl.playstation.net/cdn/EP4159/NPEB00095_00/shp8VtjWh6rNneuXGUTv6j2Pu3gUL2iunPsbOBleYuP8664vaiir3e0mH847dfxQ.pkg	MISSING	EP4159-NPEB00095_00-PREMIERMANAGER01	2018-02-02 12:14:55		161993024	
NPEB00100	EU	[PS3]Trine	http://zeus.dl.playstation.net/cdn/EP4029/NPEB00100_00/vpll4qqdEA7d2ffjD9hNcapRo1qY1vwk2wuyI3F1EygOoN8GlggDVwYbrdWyVP6dAVHR0Br5LfgwGXFQNeaKDFd8oLs2WLOmjIwDW.pkg	17E2BC70EC793AFC9E7C8F4C1BE318A7	EP4029-NPEB00100_00-TRINEINSTALLER00	2017-11-28 01:50:09		388402848	
NPEB00101	EU	[PS3]Call of Duty Classic	http://zeus.dl.playstation.net/cdn/EP0002/NPEB00101_00/6DjNI2npcEjLNIGsqrMOtQRE01wJ2JLvyvp685SA8y4APysosOb0X1LWC6HGTH0NtqbJcTYy1ncE2PjL2p4QSudSFrcOT1WouGGbC.pkg?product=0085&country=za	898689f801daf315f9cd9d41ea8c02e7	EP0002-NPEB00101_00-CALLOFDUTYCLSCEN	2021-04-17 01:02:20		986536512	
NPEB00110	EU	[PS3]Crystal Defenders	http://zeus.dl.playstation.net/cdn/EP0082/NPEB00110_00/QbSKP9CLErWNW4c3ikBk3acRKpXTHgsbUcu5Hy9snqXF5OjRj9S5Uk01ylrUHFXrf12PJIMgcpY7kDCnOUg1OX89V80C258wWWeFJ.pkg	9c46fb4d3063b0774770bd4b75509734	EP0082-NPEB00110_00-CD00000000000000	2021-12-19 14:37:59		54038736	
NPEB00111	EU	[PS3]TV Show King	http://zeus.dl.playstation.net/cdn/EP2006/NPEB00111_00/8WqkqINH46DXCkEs76hE9AomRMAv5qCWm3oudasYAYJ1RBJlk7OalloGE4iGsg16TID5l0mmchjVDlw61cxRYbx4TfTjdmIvfcQ75.pkg	FF9E0E3D7CA95488C8101530A9E2FB8F	EP2006-NPEB00111_00-TVSKPSN100175720	2018-11-05 10:40:56		229723792	
NPEB00118	EU	[PS3]Shatter	http://zeus.dl.playstation.net/cdn/EP4051/NPEB00118_00/yWKrPhwCEaEfkoH2Qisxx1PMpYSTqc1M2M1d1DbVnKLPRxQb3POvVsNPjB2iIbBbJrRs1Okv5FrLhLtf50StN8w0rWn8VVIOIU86U.pkg	90CC4CE5B4FEFE4F478CD9310D7A51A8	EP4051-NPEB00118_00-SIDHESHATTER0001	2017-11-28 01:50:09		203689648	
NPEB00119	EU	[PS3]Smash Cars	http://zeus.dl.playstation.net/cdn/EP2004/NPEB00119_00/w0a5gLbKwpYL1jf0srobJ6cK1MGMrTqWyUfosuUlhQEmglxduVKBr5WTupIoKhUkVT24jvtGHKuc7G62PhU6XcwQwAetAYb9NnbLO.pkg	4E5B80A3483751AD10860E06EC6F95F1	EP2004-NPEB00119_00-SMASHCARS0000000	2017-11-28 01:50:09		360653168	
NPEB00120	EU	[PS3]Mushroom Wars	http://zeus.dl.playstation.net/cdn/EP4073/NPEB00120_00/youpu05Vx8t4jdlOiPip2uVW5Kl0ISNRtOv46wpmlkvCmAoCocP3GvCNDP5jLF91wpO0n3JA2lgUqk8vLlepnn9m2RXCylHGmRd8J.pkg	26426474FD88FDD4888F087B9EAEB7EA	EP4073-NPEB00120_00-MUSHROOMS0000000	2017-11-28 01:50:09		105622960	
NPEB00121	EU	[PS3]Digger HD	http://zeus.dl.playstation.net/cdn/EP4073/NPEB00121_00/TOG4jnWQvRBMafyexeMpIRQ0bObjhk8IDUIexGR3Y9VAwrRduNHcgDuJrxoj1WBtLrinej1I8TqkBSCWxDbpUiAepk1LeJkMnbIo1.pkg	7F4EB4BA8BB7E2B17F32AD91857EA604	EP4073-NPEB00121_00-DIGGER0000000000	2017-11-28 01:50:09		96021792	
NPEB00122	EU	[PS3]Wakeboarding HD	http://zeus.dl.playstation.net/cdn/EP2004/NPEB00122_00/I3L22PANm6UCDLcl84Dg9v8rNSo4UIeWscXEa89RcqSPuOhUXxuv1RgVhaRqHsaPCIyXmkPRit1UqSM1Qs99ibtKbqK5YQFSpf2PL.pkg	01A2D51BCCEDD62F89A5B8BDBAF81BC2	EP2004-NPEB00122_00-WAKEBOARDINGHD00	2017-11-28 01:50:09		162655776	
NPEB00124	EU	[PS3]Command & Conquer: Red Alert 3 Commander's Challenge	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00124_00/ffnEkkXjgi2XD4ytyM9543dutJtxLRC5y8s88exjGOHw4kYcoycPosIYAddncXSa0nHJXdEjiYJCYHw3uCrkllWEcWhWYr8er6s16.pkg	A1B69ED04C4B4FAD3110994A77C299A0	EP0006-NPEB00124_00-RA3CCARCADEMK005	2017-11-28 01:50:09		2577911104	
NPEB00128	EU	[PS3]Zombie Apocalypse (Trial to Full)	http://zeus.dl.playstation.net/cdn/EP0101/NPEB00128_00/dm2qr51Srgeqfy4CYPG1HyOEYOtXG7j47YUAhHvMf9USTmReJKDurrNO3cNN2tBYdK2JE0JIex1KcyKKSewTUlcE4TNmKBhVx7Muv.pkg	NOT REQUIRED	EP0101-NPEB00128_00-GAMECONTENT0SCEE	2017-11-26 14:45:56		775999536	
